36°52′40″S,-36.87776702,73°01′45″W,-73.02904541,0.5133,94.087°
36°52′20″S,-36.87214866,73°02′15″W,-73.03749649,0.6354,337.812°
36°52′09″S,-36.86908015,73°01′54″W,-73.0317853,0.9676,16.094°
36°52′56″S,-36.88229907,73°02′21″W,-73.03905793,0.6602,215.019°
36°52′46″S,-36.87934422,73°02′10″W,-73.03606234,0.2399,207.92°
36°52′29″S,-36.87475597,73°02′03″W,-73.0340878,0.305,11.987°
36°52′29″S,-36.87467146,73°02′32″W,-73.04231684,0.7362,294.706°
36°52′57″S,-36.88246558,73°02′15″W,-73.03741586,0.6057,202.599°
36°52′10″S,-36.86943178,73°02′19″W,-73.03852603,0.9503,339.578°
36°53′07″S,-36.88521854,73°02′10″W,-73.03601679,0.8721,187.132°
36°52′49″S,-36.88014156,73°01′48″W,-73.03000168,0.5221,125.16°
36°52′39″S,-36.87757958,73°02′12″W,-73.03671629,0.1712,264.734°
36°52′16″S,-36.87099551,73°01′46″W,-73.02940996,0.8623,33.792°
36°52′29″S,-36.87478633,73°01′40″W,-73.02785653,0.6846,64.478°
36°52′27″S,-36.8741433,73°01′28″W,-73.02452696,0.9847,68.154°
36°52′57″S,-36.88237172,73°01′56″W,-73.03228497,0.5926,157.818°
36°52′13″S,-36.87033973,73°02′08″W,-73.03558023,0.7926,354.973°
36°52′40″S,-36.87774906,73°02′25″W,-73.04020678,0.4823,265.889°
36°52′44″S,-36.87892891,73°01′51″W,-73.03079191,0.3932,114.938°
36°52′45″S,-36.87930492,73°02′23″W,-73.03974285,0.4863,244.728°
36°52′35″S,-36.87634413,73°02′38″W,-73.04400616,0.8281,278.448°
36°52′19″S,-36.87182096,73°01′39″W,-73.02745039,0.9044,46.306°
36°52′29″S,-36.87467127,73°01′46″W,-73.0294718,0.5652,57.009°
36°52′43″S,-36.87867546,73°01′42″W,-73.02843642,0.5826,103.663°
36°52′22″S,-36.87274686,73°02′30″W,-73.04168996,0.8051,310.401°
36°52′18″S,-36.87179145,73°01′54″W,-73.03169194,0.6863,23.763°
36°52′36″S,-36.87653579,73°01′35″W,-73.02630048,0.7628,82.441°
36°52′50″S,-36.88063209,73°02′11″W,-73.03646712,0.385,202.666°
36°52′43″S,-36.87863783,73°01′39″W,-73.02757781,0.6562,101.733°
36°52′09″S,-36.86907167,73°01′57″W,-73.03261357,0.9507,11.807°
36°52′27″S,-36.87424056,73°01′46″W,-73.02951548,0.5895,52.894°
36°52′48″S,-36.88013511,73°02′34″W,-73.04282438,0.7744,247.209°
36°52′55″S,-36.88200077,73°02′06″W,-73.03513365,0.5083,183.351°
36°52′48″S,-36.88004673,73°01′48″W,-73.02991075,0.5229,123.705°
36°52′42″S,-36.8783978,73°02′06″W,-73.03505125,0.109,191.844°
36°52′28″S,-36.8744525,73°01′50″W,-73.03057512,0.5016,48.54°
36°52′33″S,-36.87583958,73°02′42″W,-73.04509595,0.9332,280.982°
36°52′40″S,-36.87773891,73°01′30″W,-73.02510506,0.8632,92.223°
36°52′38″S,-36.87735875,73°02′31″W,-73.04190024,0.6318,270.8°
36°52′52″S,-36.88101157,73°02′09″W,-73.03573591,0.4061,191.836°
36°52′16″S,-36.87101957,73°02′13″W,-73.03687257,0.7374,345.514°
36°52′37″S,-36.87689355,73°01′38″W,-73.02718443,0.6803,84.892°
36°52′57″S,-36.88250696,73°02′18″W,-73.03846774,0.6514,210.064°
36°52′29″S,-36.87485821,73°02′02″W,-73.03389495,0.298,15.67°
36°52′15″S,-36.87085582,73°02′12″W,-73.03668643,0.7511,347.085°
36°52′55″S,-36.88183275,73°02′12″W,-73.03676267,0.519,199.662°
36°52′59″S,-36.88294972,73°02′04″W,-73.03447549,0.6137,177.306°
36°52′26″S,-36.87398473,73°02′33″W,-73.04246983,0.7831,299.372°
36°52′46″S,-36.87946199,73°02′13″W,-73.03699286,0.2979,220.921°
36°52′25″S,-36.87364618,73°02′18″W,-73.03837631,0.5284,322.965°
36°52′42″S,-36.87832282,73°01′38″W,-73.02721422,0.682,98.296°
36°53′06″S,-36.88490097,73°01′59″W,-73.03314659,0.843,169.953°
36°52′36″S,-36.87666069,73°01′36″W,-73.02675965,0.7206,83.108°
36°53′06″S,-36.88488295,73°02′15″W,-73.03762199,0.8653,196.868°
36°52′58″S,-36.88289795,73°02′13″W,-73.03693396,0.6363,197.363°
36°53′09″S,-36.88590294,73°02′11″W,-73.03626199,0.9504,187.867°
36°52′32″S,-36.87565357,73°01′36″W,-73.02666578,0.7504,74.664°
36°53′06″S,-36.88487517,73°02′08″W,-73.03566368,0.8307,185.309°
36°52′57″S,-36.88244807,73°02′17″W,-73.03795455,0.6239,206.735°
36°52′17″S,-36.8714113,73°01′40″W,-73.02768136,0.9222,43.376°
36°52′38″S,-36.87719757,73°02′29″W,-73.0412896,0.578,272.653°
36°52′34″S,-36.87614797,73°02′25″W,-73.04015763,0.4978,286.753°
36°52′58″S,-36.88287248,73°02′16″W,-73.03790152,0.6644,204.539°
36°52′55″S,-36.88205307,73°02′08″W,-73.03567489,0.5192,188.626°
36°52′19″S,-36.87201299,73°01′57″W,-73.03257633,0.635,18.151°
36°52′59″S,-36.88339058,73°02′25″W,-73.04038852,0.828,216.907°
36°52′56″S,-36.88229028,73°02′04″W,-73.03436228,0.5411,175.876°
36°52′16″S,-36.8712418,73°01′54″W,-73.03170922,0.742,21.752°
36°52′18″S,-36.87170002,73°02′34″W,-73.04289431,0.9623,311.544°
36°52′47″S,-36.87966138,73°02′11″W,-73.03635407,0.2833,209.217°
36°52′35″S,-36.87639047,73°01′43″W,-73.02861688,0.5623,78.04°
36°52′43″S,-36.87860604,73°01′37″W,-73.0269307,0.7121,100.512°
36°52′30″S,-36.87507232,73°02′20″W,-73.03889945,0.4498,305.807°
36°52′29″S,-36.87470658,73°01′50″W,-73.03043933,0.4928,51.934°
36°53′06″S,-36.88501135,73°01′53″W,-73.03132958,0.8971,159.872°
36°52′56″S,-36.88233874,73°02′28″W,-73.04123127,0.7903,226.39°
36°52′12″S,-36.86993201,73°02′19″W,-73.03849235,0.8972,338.518°
36°52′26″S,-36.87376936,73°02′42″W,-73.04487637,0.9851,294.47°
36°52′51″S,-36.88085089,73°01′44″W,-73.02884495,0.6517,125.621°
36°52′38″S,-36.87729557,73°02′31″W,-73.04203407,0.6439,271.411°
36°52′58″S,-36.88272985,73°01′48″W,-73.0299122,0.7318,143.544°
36°52′49″S,-36.88015534,73°02′32″W,-73.04221045,0.7253,245.374°
36°52′29″S,-36.8748211,73°01′36″W,-73.02679947,0.769,67.76°
36°52′44″S,-36.87893944,73°02′30″W,-73.04168046,0.6346,254.742°
36°53′02″S,-36.88387502,73°01′45″W,-73.02924869,0.8697,145.403°
36°52′35″S,-36.87627024,73°01′50″W,-73.03065337,0.3911,70.601°
36°52′30″S,-36.87506688,73°02′38″W,-73.04377696,0.8412,288.272°
36°52′16″S,-36.87108231,73°02′06″W,-73.03510448,0.7075,357.803°
36°52′35″S,-36.87633209,73°02′03″W,-73.03418799,0.1345,23.862°
36°52′32″S,-36.87545867,73°02′11″W,-73.03634835,0.2597,327.962°
36°52′46″S,-36.87944128,73°02′11″W,-73.0362673,0.2582,210.374°
36°52′17″S,-36.8715201,73°02′32″W,-73.04220812,0.9316,314.958°
36°52′15″S,-36.87086291,73°01′47″W,-73.02973547,0.859,31.639°
36°52′38″S,-36.87733924,73°01′56″W,-73.03213454,0.2374,87.341°
36°52′54″S,-36.88166588,73°01′48″W,-73.03006292,0.6314,138.133°
36°52′15″S,-36.87080939,73°01′50″W,-73.03044797,0.8328,27.708°
36°52′29″S,-36.8746593,73°01′33″W,-73.02569739,0.8668,69.113°
36°52′29″S,-36.87477184,73°02′42″W,-73.04510332,0.9635,287.924°
36°52′14″S,-36.8705012,73°01′56″W,-73.03235632,0.8016,15.736°
36°52′11″S,-36.86979446,73°02′12″W,-73.03658202,0.8649,349.434°
36°53′09″S,-36.8859598,73°01′55″W,-73.03186602,0.9831,164.605°
36°52′45″S,-36.87928887,73°01′38″W,-73.02715789,0.7104,106.845°
36°52′49″S,-36.88023455,73°01′59″W,-73.03318522,0.3426,155.211°
36°52′23″S,-36.87304361,73°02′18″W,-73.03822071,0.5758,328.088°
36°52′19″S,-36.87194768,73°01′59″W,-73.03303169,0.6306,14.445°
36°53′07″S,-36.88536369,73°02′13″W,-73.03688989,0.9009,191.912°
36°52′56″S,-36.88230744,73°02′36″W,-73.04337231,0.9354,234.62°
36°52′24″S,-36.87331083,73°01′47″W,-73.02965643,0.6482,44.91°
36°52′23″S,-36.87292479,73°02′06″W,-73.03490101,0.5021,358.971°
36°52′37″S,-36.87703221,73°01′48″W,-73.02993711,0.435,84.041°
36°52′42″S,-36.87839179,73°01′53″W,-73.03136952,0.3231,109.163°
36°52′18″S,-36.87165918,73°01′57″W,-73.03259976,0.6719,16.937°
36°52′43″S,-36.87860293,73°02′05″W,-73.03469939,0.1298,176.059°
36°52′28″S,-36.87444148,73°02′42″W,-73.04513757,0.9783,289.917°
36°52′32″S,-36.87568131,73°01′47″W,-73.02975,0.4899,66.494°
36°53′03″S,-36.88409842,73°01′55″W,-73.03196431,0.7826,161.195°
36°52′19″S,-36.8719216,73°01′48″W,-73.02987511,0.754,35.532°
36°52′54″S,-36.88178905,73°02′20″W,-73.0388049,0.601,216.366°
36°52′10″S,-36.86933457,73°02′12″W,-73.036662,0.9165,349.583°
36°52′58″S,-36.88276662,73°01′47″W,-73.02970077,0.7463,142.569°
36°52′47″S,-36.87983196,73°01′41″W,-73.02817967,0.6464,114.326°
36°53′06″S,-36.88489169,73°02′18″W,-73.03824537,0.8839,200.292°
36°52′34″S,-36.87624338,73°01′37″W,-73.0268148,0.7228,79.406°
36°52′39″S,-36.87744958,73°01′41″W,-73.02793414,0.6108,90.12°
36°52′41″S,-36.87801521,73°01′57″W,-73.03248991,0.2153,107.341°
36°52′09″S,-36.86917957,73°02′01″W,-73.03368012,0.924,6.19°
36°52′29″S,-36.87480077,73°02′43″W,-73.0453232,0.9812,287.393°
36°52′15″S,-36.87070155,73°02′19″W,-73.03850426,0.8186,336.254°
36°52′58″S,-36.88288441,73°01′59″W,-73.03327325,0.6208,167.364°
36°52′07″S,-36.8686298,73°02′06″W,-73.03503027,0.98,358.8°
36°52′19″S,-36.87182591,73°02′22″W,-73.03938068,0.7455,326.857°
36°52′28″S,-36.87433077,73°01′35″W,-73.02651881,0.8138,64.87°
36°52′14″S,-36.87054481,73°02′10″W,-73.03618358,0.7766,350.876°
36°52′36″S,-36.87657874,73°02′11″W,-73.03642814,0.1736,303.419°
36°52′49″S,-36.88014968,73°01′39″W,-73.02749573,0.7164,114.897°
36°52′39″S,-36.87744791,73°02′30″W,-73.04164907,0.6094,269.897°
36°52′14″S,-36.87042017,73°01′42″W,-73.02840436,0.966,36.093°
36°52′41″S,-36.8780408,73°02′26″W,-73.0404726,0.5092,262.435°
36°52′26″S,-36.87387265,73°02′03″W,-73.03430006,0.3991,6.396°
36°52′08″S,-36.86889115,73°01′59″W,-73.03291985,0.9653,9.979°
36°52′23″S,-36.87305937,73°01′36″W,-73.02659448,0.8776,56.294°
36°52′10″S,-36.86953764,73°01′57″W,-73.03247955,0.9027,13.221°
36°52′40″S,-36.87785053,73°01′27″W,-73.02429003,0.9362,92.81°
36°52′26″S,-36.87400578,73°01′46″W,-73.02939848,0.6138,51.536°
36°53′06″S,-36.88495757,73°01′46″W,-73.02941731,0.9637,150.208°
36°52′14″S,-36.87061683,73°02′13″W,-73.03682812,0.7799,346.619°
36°52′34″S,-36.87611511,73°01′28″W,-73.02438055,0.9386,80.982°
36°52′29″S,-36.87460022,73°02′36″W,-73.04335345,0.8239,292.525°
36°52′49″S,-36.88021133,73°02′17″W,-73.03792494,0.4153,222.034°
36°52′14″S,-36.87055618,73°01′44″W,-73.02879889,0.9333,34.898°
36°52′47″S,-36.87971642,73°02′43″W,-73.04534826,0.9721,254.888°
36°52′25″S,-36.87370102,73°02′26″W,-73.04051222,0.6566,309.276°
36°53′07″S,-36.88529009,73°01′52″W,-73.03111056,0.933,159.404°
36°53′03″S,-36.8841208,73°02′30″W,-73.04156505,0.9564,218.999°
36°52′27″S,-36.8742026,73°01′41″W,-73.02817957,0.6903,58.577°
36°53′08″S,-36.88548868,73°01′55″W,-73.03187632,0.9324,163.804°
36°53′04″S,-36.88448074,73°01′54″W,-73.0316297,0.8325,160.2°
36°52′40″S,-36.87791,73°02′42″W,-73.04494325,0.904,266.67°
36°52′59″S,-36.88310419,73°02′07″W,-73.03535178,0.6321,184.456°
36°52′54″S,-36.88156436,73°02′19″W,-73.03860092,0.5701,216.386°
36°52′26″S,-36.87393761,73°02′17″W,-73.03799962,0.4824,323.824°
36°52′59″S,-36.88298763,73°01′53″W,-73.03152319,0.6826,154.72°
36°52′50″S,-36.88068142,73°01′57″W,-73.03251576,0.414,150.607°
36°52′20″S,-36.87232134,73°01′57″W,-73.03246527,0.6059,20.05°
36°53′03″S,-36.88420987,73°02′15″W,-73.0373993,0.7879,197.07°
36°52′22″S,-36.87286309,73°02′38″W,-73.04387265,0.9543,302.224°
36°52′54″S,-36.88155955,73°02′19″W,-73.03854966,0.567,216.047°
36°52′16″S,-36.87102042,73°02′04″W,-73.03432603,0.7151,3.379°
36°52′15″S,-36.87093725,73°01′58″W,-73.03271885,0.7464,14.363°
36°52′22″S,-36.87264116,73°02′10″W,-73.03622495,0.5484,346.63°
36°52′41″S,-36.8780342,73°02′01″W,-73.03368074,0.1196,123.654°
36°53′02″S,-36.88381713,73°01′38″W,-73.02714789,0.9833,136.186°
36°52′43″S,-36.87856061,73°02′22″W,-73.0393731,0.4256,252.944°
36°52′29″S,-36.87460398,73°02′10″W,-73.03619887,0.3389,338.451°
36°52′30″S,-36.87488536,73°01′44″W,-73.02882344,0.6028,61.899°
36°52′19″S,-36.87191705,73°02′07″W,-73.03538365,0.6163,355.164°
36°52′18″S,-36.87173633,73°02′28″W,-73.04107471,0.845,318.639°
36°52′49″S,-36.88032134,73°02′33″W,-73.04257195,0.7622,245.119°
36°52′41″S,-36.87814159,73°02′05″W,-73.03484732,0.0783,183.1°
36°52′15″S,-36.8709259,73°02′28″W,-73.04120888,0.9219,321.786°
36°52′23″S,-36.87293668,73°01′30″W,-73.02512804,0.9956,59.81°
36°52′30″S,-36.87499733,73°02′16″W,-73.03772662,0.3762,316.193°
36°52′22″S,-36.87278466,73°01′57″W,-73.03256563,0.5545,21.009°
36°52′24″S,-36.87330226,73°02′14″W,-73.03727353,0.51,334.43°
36°53′02″S,-36.8839333,73°01′59″W,-73.03333284,0.7341,169.76°
36°52′33″S,-36.87591326,73°02′11″W,-73.03626675,0.214,322.421°
36°52′27″S,-36.87405486,73°01′40″W,-73.02781053,0.7269,58.821°
36°52′39″S,-36.87751319,73°02′18″W,-73.03838362,0.319,268.503°
36°52′24″S,-36.87332112,73°01′50″W,-73.03044177,0.6,40.257°
36°52′25″S,-36.87353427,73°02′38″W,-73.04383767,0.9139,298.366°
36°52′57″S,-36.88241305,73°02′16″W,-73.03789538,0.6181,206.461°
36°52′40″S,-36.87777409,73°01′54″W,-73.03158159,0.2887,97.433°
36°52′28″S,-36.87442948,73°01′49″W,-73.0304108,0.5143,49.404°
36°52′33″S,-36.8759255,73°02′41″W,-73.04461649,0.8895,280.901°
36°52′19″S,-36.87196027,73°01′44″W,-73.02893512,0.8022,40.578°
36°52′52″S,-36.88121109,73°02′05″W,-73.03467978,0.4198,178.544°
36°52′16″S,-36.87123686,73°01′42″W,-73.0282745,0.9016,40.09°
36°52′22″S,-36.87274435,73°01′52″W,-73.0311693,0.6139,31.746°
36°52′32″S,-36.87551563,73°02′28″W,-73.04099284,0.5911,291.209°
36°53′01″S,-36.8837037,73°02′08″W,-73.03562896,0.7008,186.043°
36°52′54″S,-36.88161959,73°02′02″W,-73.03393599,0.4714,170.618°
36°52′37″S,-36.87699996,73°02′09″W,-73.03575378,0.0979,299.87°
36°52′35″S,-36.87628067,73°01′51″W,-73.03097095,0.3642,69.296°
36°53′02″S,-36.88385169,73°01′58″W,-73.03289893,0.7331,166.664°
36°52′42″S,-36.87825553,73°01′44″W,-73.02895541,0.5279,99.918°
36°52′24″S,-36.87342095,73°01′48″W,-73.03006868,0.6139,43.292°
36°52′39″S,-36.87752811,73°02′27″W,-73.04069645,0.5247,268.907°
36°52′58″S,-36.88269294,73°01′59″W,-73.03302348,0.6054,164.87°
36°52′35″S,-36.87651478,73°02′25″W,-73.0402435,0.4951,281.972°
36°52′28″S,-36.87437851,73°02′10″W,-73.0361681,0.3615,340.315°
36°52′48″S,-36.88013023,73°02′42″W,-73.04513005,0.9666,251.953°
36°52′59″S,-36.8830649,73°02′14″W,-73.03731706,0.6647,199.69°
36°52′48″S,-36.88010848,73°02′24″W,-73.04010616,0.5578,237.826°
36°52′20″S,-36.87233223,73°01′58″W,-73.03281845,0.5947,17.245°
36°52′49″S,-36.88027978,73°02′40″W,-73.04448401,0.9178,249.854°
36°52′51″S,-36.88071151,73°01′38″W,-73.02735672,0.7557,118.803°
36°52′51″S,-36.88090565,73°01′37″W,-73.02704863,0.7901,119.218°
36°52′41″S,-36.87802544,73°02′25″W,-73.04029294,0.4931,262.388°
36°52′44″S,-36.87882382,73°01′48″W,-73.03011746,0.4442,110.302°
36°52′44″S,-36.87897665,73°01′38″W,-73.02735919,0.6837,104.494°
36°52′40″S,-36.87778373,73°01′32″W,-73.02548529,0.8296,92.657°
36°52′45″S,-36.87919702,73°02′27″W,-73.04093428,0.5798,250.28°
36°52′40″S,-36.8778965,73°01′47″W,-73.02965834,0.4603,96.359°
36°52′25″S,-36.87359882,73°02′41″W,-73.04466237,0.9759,295.947°
36°52′09″S,-36.86922099,73°02′05″W,-73.0348577,0.914,359.676°
36°52′43″S,-36.87873211,73°01′35″W,-73.02644658,0.757,100.961°
36°52′40″S,-36.87781417,73°02′38″W,-73.04401646,0.8211,267.079°
36°52′50″S,-36.8804717,73°01′32″W,-73.02547611,0.8955,112.136°
36°52′26″S,-36.87389776,73°01′35″W,-73.02647393,0.8389,62.007°
36°52′39″S,-36.87751666,73°01′57″W,-73.03261033,0.195,92.562°
36°52′20″S,-36.87209127,73°01′55″W,-73.03184813,0.6501,23.826°
36°52′56″S,-36.88218163,73°01′50″W,-73.03063805,0.6445,144.94°
36°52′29″S,-36.87472913,73°02′29″W,-73.04125901,0.6489,297.667°
36°52′18″S,-36.87158044,73°02′27″W,-73.04084221,0.8447,320.47°
36°52′41″S,-36.87801854,73°02′41″W,-73.04482922,0.8947,265.86°
36°52′28″S,-36.87440052,73°02′28″W,-73.04122111,0.6638,300.598°
36°52′34″S,-36.87619778,73°02′09″W,-73.03590866,0.1696,324.431°
36°52′51″S,-36.88087505,73°01′35″W,-73.02629047,0.8481,116.793°
36°52′59″S,-36.88335467,73°02′31″W,-73.04197225,0.9167,224.117°
36°52′36″S,-36.87657017,73°02′11″W,-73.03643342,0.1745,303.595°
36°52′31″S,-36.87537584,73°02′40″W,-73.04430635,0.8764,285.171°
36°52′55″S,-36.8819699,73°01′41″W,-73.02797124,0.7894,129.683°
36°52′15″S,-36.87072739,73°02′12″W,-73.03676566,0.7667,346.81°
36°52′30″S,-36.87489049,73°01′42″W,-73.02825775,0.6474,64.042°
36°52′37″S,-36.87698431,73°01′39″W,-73.02742007,0.6585,85.604°
36°52′37″S,-36.87693387,73°02′02″W,-73.03381718,0.1039,57.307°
36°52′41″S,-36.87794235,73°01′41″W,-73.02800018,0.6076,95.297°
36°52′16″S,-36.87119505,73°01′48″W,-73.0299982,0.8153,31.602°
36°52′21″S,-36.8726147,73°02′38″W,-73.04388986,0.9706,303.555°
36°53′08″S,-36.88551039,73°02′15″W,-73.03760666,0.9319,195.543°
36°52′24″S,-36.87345441,73°01′50″W,-73.03067047,0.5756,39.664°
36°53′08″S,-36.88566292,73°01′52″W,-73.03118172,0.9698,160.616°
36°52′20″S,-36.87235212,73°02′20″W,-73.0388189,0.6693,327.7°
36°52′43″S,-36.87866551,73°01′59″W,-73.03314149,0.201,132.775°
36°52′50″S,-36.8806919,73°02′22″W,-73.03944153,0.5491,228.772°
36°52′55″S,-36.88193638,73°01′58″W,-73.03280497,0.5308,160.47°
36°53′04″S,-36.88451622,73°02′06″W,-73.03490011,0.7873,180.65°
36°52′35″S,-36.87646123,73°02′02″W,-73.03377134,0.1421,40.095°
36°52′28″S,-36.87443516,73°02′37″W,-73.04366937,0.857,292.939°
36°52′26″S,-36.87399899,73°01′33″W,-73.0258055,0.887,64.454°
36°53′01″S,-36.8835301,73°02′27″W,-73.0407589,0.8603,218.041°
36°52′25″S,-36.87352059,73°01′58″W,-73.03277142,0.4716,22.497°
36°52′47″S,-36.87976338,73°01′58″W,-73.03268236,0.3199,143.93°
36°52′48″S,-36.88004944,73°01′59″W,-73.03307736,0.3284,152.183°
36°52′59″S,-36.88332105,73°02′19″W,-73.03869357,0.7404,207.898°
36°52′23″S,-36.87299807,73°02′04″W,-73.03456934,0.4943,2.377°
36°53′05″S,-36.8848116,73°02′07″W,-73.03528983,0.8213,183.043°
36°52′17″S,-36.87139634,73°01′37″W,-73.0268095,0.9783,46.614°
36°52′50″S,-36.8806143,73°01′29″W,-73.02461614,0.9725,111.303°
36°52′49″S,-36.88038348,73°02′12″W,-73.03658195,0.3639,205.829°
36°52′25″S,-36.87367481,73°01′37″W,-73.02706276,0.8057,58.699°
36°52′27″S,-36.87409101,73°01′29″W,-73.02471611,0.9714,67.466°
36°52′48″S,-36.87986151,73°01′34″W,-73.02621592,0.8099,109.441°
36°52′40″S,-36.87772174,73°02′31″W,-73.04207546,0.6481,267.21°
36°53′07″S,-36.88515925,73°02′23″W,-73.03968831,0.9626,206.859°
36°52′20″S,-36.87229703,73°01′33″W,-73.02582557,0.9821,54.394°
36°52′46″S,-36.87954298,73°01′33″W,-73.02589892,0.8258,106.471°
36°52′41″S,-36.87793642,73°02′13″W,-73.03699169,0.2027,254.14°
36°52′53″S,-36.88140907,73°02′31″W,-73.04193936,0.7737,235.188°
36°53′01″S,-36.88370483,73°02′04″W,-73.03438808,0.698,176.993°
36°52′51″S,-36.88084755,73°02′37″W,-73.04362374,0.8719,244.216°
36°53′07″S,-36.88536424,73°01′50″W,-73.03063363,0.9563,157.198°
36°52′35″S,-36.87647474,73°01′31″W,-73.02530898,0.8512,82.77°
36°52′43″S,-36.8785966,73°01′59″W,-73.0331762,0.1936,131.731°
36°52′30″S,-36.87499188,73°02′07″W,-73.03539597,0.2772,348.967°
